tick,greedy,robot,m,p_x,planned_wticks,task,search_ticks,x,y,seed
16.690,true,qupa_7E,0.000000,0.500000,60.000,TYPE_A,16.690,0,0,965526558
101.690,true,qupa_7E,1.900000,0.869892,59.149,TYPE_A,23.000,0,0,965526558
168.690,true,qupa_7E,3.800000,0.978119,54.796,TYPE_A,6.000,0,0,965526558
259.690,true,qupa_7E,5.600000,0.996316,39.062,TYPE_A,34.000,0,0,965526558
331.690,true,qupa_7E,5.600000,0.003684,60.000,TYPE_B,31.000,0,0,965526558
403.690,true,qupa_7E,3.700000,0.024127,59.149,TYPE_B,11.000,0,0,965526558
471.690,true,qupa_7E,1.800000,0.141851,54.796,TYPE_B,8.600,0,0,965526558
531.690,true,qupa_7E,-1.000000,0.731059,26.314,TYPE_B,4.000,0,0,965526558
650.690,true,qupa_7E,0.000000,0.500000,40.302,TYPE_B,91.000,0,0,965526558
714.690,true,qupa_7E,-1.900000,0.130108,60.000,TYPE_A,23.400,0,0,965526558
795.690,true,qupa_7E,0.000000,0.500000,59.149,TYPE_A,20.800,0,0,965526558
891.690,true,qupa_7E,0.000000,0.500000,59.149,TYPE_A,35.000,0,0,965526558
955.890,true,qupa_7E,2.800000,0.942676,48.826,TYPE_A,3.200,0,0,965526558
1037.690,true,qupa_7E,4.600000,0.990048,27.524,TYPE_A,32.600,0,0,965526558
1085.690,true,qupa_7E,5.600000,0.003684,58.612,TYPE_B,19.000,0,0,965526558
1151.690,true,qupa_7E,3.700000,0.024127,51.941,TYPE_B,6.000,0,0,965526558
1235.690,true,qupa_7E,0.000000,0.500000,32.610,TYPE_B,31.800,0,0,965526558
1277.690,true,qupa_7E,-1.000000,0.268941,50.482,TYPE_A,9.000,0,0,965526558
1342.690,true,qupa_7E,0.900000,0.710950,28.764,TYPE_A,14.200,0,0,965526558
1391.690,true,qupa_7E,2.800000,0.057324,44.919,TYPE_B,20.000,0,0,965526558
1493.690,true,qupa_7E,0.000000,0.500000,33.913,TYPE_B,55.000,0,0,965526558
1544.690,true,qupa_7E,-1.900000,0.869892,14.614,TYPE_B,16.800,0,0,965526558
1568.690,true,qupa_7E,-3.800000,0.978119,8.968,TYPE_B,9.000,0,0,965526558
1580.890,true,qupa_7E,-4.800000,0.991837,8.252,TYPE_B,3.000,0,0,965526558
1593.690,true,qupa_7E,-6.700000,0.001229,58.741,TYPE_A,3.000,0,0,965526558
1692.690,true,qupa_7E,-3.800000,0.021881,57.009,TYPE_A,39.000,0,0,965526558
1753.690,true,qupa_7E,-1.900000,0.130108,44.919,TYPE_A,3.600,0,0,965526558
